provincia_nombre,provincia_id,provincia_poblacion,circunscripcion_judicial_nombre,unidad_judicial_nombre,institucion_nombre,variable_nombre,variable_anio,variable_mes,variable_delito,variable_cantidad
Chubut,26,566922,Comodoro Rivadavia,n/a,Ministerio Público Fiscal,Cantidad de casos con archivo por conciliación,2015,7,Todos,27
Chubut,26,566922,Comodoro Rivadavia,n/a,Ministerio Público Fiscal,Cantidad de casos con archivo por conciliación,2015,8,Todos,33
Chubut,26,566922,Comodoro Rivadavia,n/a,Ministerio Público Fiscal,Cantidad de casos con archivo por conciliación,2015,9,Todos,10
Chubut,26,566922,Comodoro Rivadavia,n/a,Ministerio Público Fiscal,Cantidad de casos con archivo por conciliación,2015,10,Todos,26
Chubut,26,566922,Comodoro Rivadavia,n/a,Ministerio Público Fiscal,Cantidad de casos con archivo por conciliación,2015,11,Todos,12
Chubut,26,566922,Comodoro Rivadavia,n/a,Ministerio Público Fiscal,Cantidad de casos con archivo por conciliación,2015,12,Todos,18
Chubut,26,566922,Comodoro Rivadavia,n/a,Ministerio Público Fiscal,Cantidad de casos con audiencia de imputación,2015,1,Todos,73
Chubut,26,566922,Comodoro Rivadavia,n/a,Ministerio Público Fiscal,Cantidad de casos con audiencia de imputación,2015,2,Todos,57
Chubut,26,566922,Comodoro Rivadavia,n/a,Ministerio Público Fiscal,Cantidad de casos con audiencia de imputación,2015,3,Todos,69
Chubut,26,566922,Comodoro Rivadavia,n/a,Ministerio Público Fiscal,Cantidad de casos con audiencia de imputación,2015,4,Todos,58
Chubut,26,566922,Comodoro Rivadavia,n/a,Ministerio Público Fiscal,Cantidad de casos con audiencia de imputación,2015,5,Todos,68
Chubut,26,566922,Comodoro Rivadavia,n/a,Ministerio Público Fiscal,Cantidad de casos con audiencia de imputación,2015,6,Todos,63
Chubut,26,566922,Comodoro Rivadavia,n/a,Ministerio Público Fiscal,Cantidad de casos con audiencia de imputación,2015,7,Todos,54
Chubut,26,566922,Comodoro Rivadavia,n/a,Ministerio Público Fiscal,Cantidad de casos con audiencia de imputación,2015,8,Todos,76
Chubut,26,566922,Comodoro Rivadavia,n/a,Ministerio Público Fiscal,Cantidad de casos con audiencia de imputación,2015,9,Todos,61
Chubut,26,566922,Comodoro Rivadavia,n/a,Ministerio Público Fiscal,Cantidad de casos con audiencia de imputación,2015,10,Todos,88
Chubut,26,566922,Comodoro Rivadavia,n/a,Ministerio Público Fiscal,Cantidad de casos con audiencia de imputación,2015,11,Todos,72
Chubut,26,566922,Comodoro Rivadavia,n/a,Ministerio Público Fiscal,Cantidad de casos con audiencia de imputación,2015,12,Todos,61
Chubut,26,566922,Comodoro Rivadavia,n/a,Ministerio Público Fiscal,Cantidad de casos con requerimiento de elevación a juicio,2015,1,Todos,28
Chubut,26,566922,Comodoro Rivadavia,n/a,Ministerio Público Fiscal,Cantidad de casos con requerimiento de elevación a juicio,2015,2,Todos,34
Chubut,26,566922,Comodoro Rivadavia,n/a,Ministerio Público Fiscal,Cantidad de casos con requerimiento de elevación a juicio,2015,3,Todos,57
Chubut,26,566922,Comodoro Rivadavia,n/a,Ministerio Público Fiscal,Cantidad de casos con requerimiento de elevación a juicio,2015,4,Todos,59
Chubut,26,566922,Comodoro Rivadavia,n/a,Ministerio Público Fiscal,Cantidad de casos con requerimiento de elevación a juicio,2015,5,Todos,36
Chubut,26,566922,Comodoro Rivadavia,n/a,Ministerio Público Fiscal,Cantidad de casos con requerimiento de elevación a juicio,2015,6,Todos,45
Chubut,26,566922,Comodoro Rivadavia,n/a,Ministerio Público Fiscal,Cantidad de casos con requerimiento de elevación a juicio,2015,7,Todos,48
Chubut,26,566922,Comodoro Rivadavia,n/a,Ministerio Público Fiscal,Cantidad de casos con requerimiento de elevación a juicio,2015,8,Todos,28
Chubut,26,566922,Comodoro Rivadavia,n/a,Ministerio Público Fiscal,Cantidad de casos con requerimiento de elevación a juicio,2015,9,Todos,36
Chubut,26,566922,Comodoro Rivadavia,n/a,Ministerio Público Fiscal,Cantidad de casos con requerimiento de elevación a juicio,2015,10,Todos,42
Chubut,26,566922,Comodoro Rivadavia,n/a,Ministerio Público Fiscal,Cantidad de casos con requerimiento de elevación a juicio,2015,11,Todos,33
Chubut,26,566922,Comodoro Rivadavia,n/a,Ministerio Público Fiscal,Cantidad de casos con requerimiento de elevación a juicio,2015,12,Todos,61
Chubut,26,566922,Comodoro Rivadavia,n/a,Ministerio Público Fiscal,Cantidad de casos con resolución de desestimación de denuncia,2015,1,Todos,3
Chubut,26,566922,Comodoro Rivadavia,n/a,Ministerio Público Fiscal,Cantidad de casos con resolución de desestimación de denuncia,2015,2,Todos,30
Chubut,26,566922,Comodoro Rivadavia,n/a,Ministerio Público Fiscal,Cantidad de casos con resolución de desestimación de denuncia,2015,3,Todos,36
Chubut,26,566922,Comodoro Rivadavia,n/a,Ministerio Público Fiscal,Cantidad de casos con resolución de desestimación de denuncia,2015,4,Todos,17
Chubut,26,566922,Comodoro Rivadavia,n/a,Ministerio Público Fiscal,Cantidad de casos con resolución de desestimación de denuncia,2015,5,Todos,72
Chubut,26,566922,Comodoro Rivadavia,n/a,Ministerio Público Fiscal,Cantidad de casos con resolución de desestimación de denuncia,2015,6,Todos,72
Chubut,26,566922,Comodoro Rivadavia,n/a,Ministerio Público Fiscal,Cantidad de casos con resolución de desestimación de denuncia,2015,7,Todos,21
Chubut,26,566922,Comodoro Rivadavia,n/a,Ministerio Público Fiscal,Cantidad de casos con resolución de desestimación de denuncia,2015,8,Todos,54
Chubut,26,566922,Comodoro Rivadavia,n/a,Ministerio Público Fiscal,Cantidad de casos con resolución de desestimación de denuncia,2015,9,Todos,76
Chubut,26,566922,Comodoro Rivadavia,n/a,Ministerio Público Fiscal,Cantidad de casos con resolución de desestimación de denuncia,2015,10,Todos,63
Chubut,26,566922,Comodoro Rivadavia,n/a,Ministerio Público Fiscal,Cantidad de casos con resolución de desestimación de denuncia,2015,11,Todos,45
Chubut,26,566922,Comodoro Rivadavia,n/a,Ministerio Público Fiscal,Cantidad de casos con resolución de desestimación de denuncia,2015,12,Todos,25
Chubut,26,566922,Comodoro Rivadavia,n/a,Ministerio Público Fiscal,Cantidad de casos con sobreseimiento general - Resolución-,2015,1,Todos,12
Chubut,26,566922,Comodoro Rivadavia,n/a,Ministerio Público Fiscal,Cantidad de casos con sobreseimiento general - Resolución-,2015,2,Todos,31
Chubut,26,566922,Comodoro Rivadavia,n/a,Ministerio Público Fiscal,Cantidad de casos con sobreseimiento general - Resolución-,2015,3,Todos,29
Chubut,26,566922,Comodoro Rivadavia,n/a,Ministerio Público Fiscal,Cantidad de casos con sobreseimiento general - Resolución-,2015,4,Todos,56
Chubut,26,566922,Comodoro Rivadavia,n/a,Ministerio Público Fiscal,Cantidad de casos con sobreseimiento general - Resolución-,2015,5,Todos,57
Chubut,26,566922,Comodoro Rivadavia,n/a,Ministerio Público Fiscal,Cantidad de casos con sobreseimiento general - Resolución-,2015,6,Todos,45
Chubut,26,566922,Comodoro Rivadavia,n/a,Ministerio Público Fiscal,Cantidad de casos con sobreseimiento general - Resolución-,2015,7,Todos,17
Chubut,26,566922,Comodoro Rivadavia,n/a,Ministerio Público Fiscal,Cantidad de casos con sobreseimiento general - Resolución-,2015,8,Todos,47
Chubut,26,566922,Comodoro Rivadavia,n/a,Ministerio Público Fiscal,Cantidad de casos con sobreseimiento general - Resolución-,2015,9,Todos,41
Chubut,26,566922,Comodoro Rivadavia,n/a,Ministerio Público Fiscal,Cantidad de casos con sobreseimiento general - Resolución-,2015,10,Todos,64
Chubut,26,566922,Comodoro Rivadavia,n/a,Ministerio Público Fiscal,Cantidad de casos con sobreseimiento general - Resolución-,2015,11,Todos,41
Chubut,26,566922,Comodoro Rivadavia,n/a,Ministerio Público Fiscal,Cantidad de casos con sobreseimiento general - Resolución-,2015,12,Todos,18
Chubut,26,566922,Comodoro Rivadavia,n/a,Ministerio Público Fiscal,Cantidad de casos con sobreseimiento por criterio de oportunidad - Resolución-,2015,1,Todos,1
Chubut,26,566922,Comodoro Rivadavia,n/a,Ministerio Público Fiscal,Cantidad de casos con sobreseimiento por criterio de oportunidad - Resolución-,2015,2,Todos,1
Chubut,26,566922,Comodoro Rivadavia,n/a,Ministerio Público Fiscal,Cantidad de casos con sobreseimiento por criterio de oportunidad - Resolución-,2015,3,Todos,2
Chubut,26,566922,Comodoro Rivadavia,n/a,Ministerio Público Fiscal,Cantidad de casos con sobreseimiento por criterio de oportunidad - Resolución-,2015,4,Todos,3
Chubut,26,566922,Comodoro Rivadavia,n/a,Ministerio Público Fiscal,Cantidad de casos con sobreseimiento por criterio de oportunidad - Resolución-,2015,5,Todos,4
Chubut,26,566922,Comodoro Rivadavia,n/a,Ministerio Público Fiscal,Cantidad de casos con sobreseimiento por criterio de oportunidad - Resolución-,2015,6,Todos,2
Chubut,26,566922,Comodoro Rivadavia,n/a,Ministerio Público Fiscal,Cantidad de casos con sobreseimiento por criterio de oportunidad - Resolución-,2015,8,Todos,4
Chubut,26,566922,Comodoro Rivadavia,n/a,Ministerio Público Fiscal,Cantidad de casos con sobreseimiento por criterio de oportunidad - Resolución-,2015,10,Todos,1
Chubut,26,566922,Comodoro Rivadavia,n/a,Ministerio Público Fiscal,Cantidad de casos con sobreseimiento por criterio de oportunidad - Resolución-,2015,11,Todos,4
Chubut,26,566922,Comodoro Rivadavia,n/a,Ministerio Público Fiscal,Cantidad de casos con sobreseimiento por criterio de oportunidad - Resolución-,2015,12,Todos,5
Chubut,26,566922,Comodoro Rivadavia,n/a,Ministerio Público Fiscal,Cantidad de casos con sobreseimiento por extinción de la acción - Resolución-,2015,5,Todos,2
Chubut,26,566922,Comodoro Rivadavia,n/a,Ministerio Público Fiscal,Cantidad de casos con sobreseimiento por extinción de la acción - Resolución-,2015,7,Todos,1
Chubut,26,566922,Comodoro Rivadavia,n/a,Ministerio Público Fiscal,Cantidad de casos con sobreseimiento por extinción de la acción - Resolución-,2015,8,Todos,1
Chubut,26,566922,Comodoro Rivadavia,n/a,Ministerio Público Fiscal,Cantidad de casos con sobreseimiento por extinción de la acción - Resolución-,2015,9,Todos,3
Chubut,26,566922,Comodoro Rivadavia,n/a,Ministerio Público Fiscal,Cantidad de casos con sobreseimiento por extinción de la acción - Resolución-,2015,10,Todos,3
Chubut,26,566922,Comodoro Rivadavia,n/a,Ministerio Público Fiscal,Cantidad de casos con sobreseimiento por extinción de la acción - Resolución-,2015,11,Todos,6
Chubut,26,566922,Comodoro Rivadavia,n/a,Ministerio Público Fiscal,Cantidad de casos con sobreseimiento por extinción de la acción - Resolución-,2015,12,Todos,3
Chubut,26,566922,Comodoro Rivadavia,n/a,Ministerio Público Fiscal,Cantidad de casos con sobreseimiento suspensión de juicio a prueba - Resolución-,2015,4,Todos,5
Chubut,26,566922,Comodoro Rivadavia,n/a,Ministerio Público Fiscal,Cantidad de casos con sobreseimiento suspensión de juicio a prueba - Resolución-,2015,5,Todos,2
Chubut,26,566922,Comodoro Rivadavia,n/a,Ministerio Público Fiscal,Cantidad de casos con sobreseimiento suspensión de juicio a prueba - Resolución-,2015,6,Todos,4
Chubut,26,566922,Comodoro Rivadavia,n/a,Ministerio Público Fiscal,Cantidad de casos con sobreseimiento suspensión de juicio a prueba - Resolución-,2015,7,Todos,4
Chubut,26,566922,Comodoro Rivadavia,n/a,Ministerio Público Fiscal,Cantidad de casos con sobreseimiento suspensión de juicio a prueba - Resolución-,2015,8,Todos,1
Chubut,26,566922,Comodoro Rivadavia,n/a,Ministerio Público Fiscal,Cantidad de casos con sobreseimiento suspensión de juicio a prueba - Resolución-,2015,9,Todos,6
Chubut,26,566922,Comodoro Rivadavia,n/a,Ministerio Público Fiscal,Cantidad de casos con sobreseimiento suspensión de juicio a prueba - Resolución-,2015,10,Todos,4
Chubut,26,566922,Comodoro Rivadavia,n/a,Ministerio Público Fiscal,Cantidad de casos con sobreseimiento suspensión de juicio a prueba - Resolución-,2015,11,Todos,3
Chubut,26,566922,Comodoro Rivadavia,n/a,Ministerio Público Fiscal,Cantidad de casos con sobreseimiento suspensión de juicio a prueba - Resolución-,2015,12,Todos,7
Chubut,26,566922,Comodoro Rivadavia,n/a,Ministerio Público Fiscal,Cantidad de casos con suspensión de juicio a prueba - Resolución-,2015,1,Todos,2
Chubut,26,566922,Comodoro Rivadavia,n/a,Ministerio Público Fiscal,Cantidad de casos con suspensión de juicio a prueba - Resolución-,2015,2,Todos,12
Chubut,26,566922,Comodoro Rivadavia,n/a,Ministerio Público Fiscal,Cantidad de casos con suspensión de juicio a prueba - Resolución-,2015,3,Todos,5
Chubut,26,566922,Comodoro Rivadavia,n/a,Ministerio Público Fiscal,Cantidad de casos con suspensión de juicio a prueba - Resolución-,2015,4,Todos,25
Chubut,26,566922,Comodoro Rivadavia,n/a,Ministerio Público Fiscal,Cantidad de casos con suspensión de juicio a prueba - Resolución-,2015,5,Todos,26
Chubut,26,566922,Comodoro Rivadavia,n/a,Ministerio Público Fiscal,Cantidad de casos con suspensión de juicio a prueba - Resolución-,2015,6,Todos,24
Chubut,26,566922,Comodoro Rivadavia,n/a,Ministerio Público Fiscal,Cantidad de casos con suspensión de juicio a prueba - Resolución-,2015,7,Todos,5
Chubut,26,566922,Comodoro Rivadavia,n/a,Ministerio Público Fiscal,Cantidad de casos con suspensión de juicio a prueba - Resolución-,2015,8,Todos,15
Chubut,26,566922,Comodoro Rivadavia,n/a,Ministerio Público Fiscal,Cantidad de casos con suspensión de juicio a prueba - Resolución-,2015,9,Todos,4
Chubut,26,566922,Comodoro Rivadavia,n/a,Ministerio Público Fiscal,Cantidad de casos con suspensión de juicio a prueba - Resolución-,2015,10,Todos,14
Chubut,26,566922,Comodoro Rivadavia,n/a,Ministerio Público Fiscal,Cantidad de casos con suspensión de juicio a prueba - Resolución-,2015,11,Todos,14
Chubut,26,566922,Comodoro Rivadavia,n/a,Ministerio Público Fiscal,Cantidad de casos con suspensión de juicio a prueba - Resolución-,2015,12,Todos,8
Chubut,26,566922,Comodoro Rivadavia,n/a,Ministerio Público Fiscal,Cantidad de casos iniciados,2015,1,Todos,775
Chubut,26,566922,Comodoro Rivadavia,n/a,Ministerio Público Fiscal,Cantidad de casos iniciados,2015,2,Todos,457
Chubut,26,566922,Comodoro Rivadavia,n/a,Ministerio Público Fiscal,Cantidad de casos iniciados,2015,3,Todos,528
Chubut,26,566922,Comodoro Rivadavia,n/a,Ministerio Público Fiscal,Cantidad de casos iniciados,2015,4,Todos,580
Chubut,26,566922,Comodoro Rivadavia,n/a,Ministerio Público Fiscal,Cantidad de casos iniciados,2015,5,Todos,770
Chubut,26,566922,Comodoro Rivadavia,n/a,Ministerio Público Fiscal,Cantidad de casos iniciados,2015,6,Todos,602
Chubut,26,566922,Comodoro Rivadavia,n/a,Ministerio Público Fiscal,Cantidad de casos iniciados,2015,7,Todos,543
Chubut,26,566922,Comodoro Rivadavia,n/a,Ministerio Público Fiscal,Cantidad de casos iniciados,2015,8,Todos,642
Chubut,26,566922,Comodoro Rivadavia,n/a,Ministerio Público Fiscal,Cantidad de casos iniciados,2015,9,Todos,625
Chubut,26,566922,Comodoro Rivadavia,n/a,Ministerio Público Fiscal,Cantidad de casos iniciados,2015,10,Todos,605
Chubut,26,566922,Comodoro Rivadavia,n/a,Ministerio Público Fiscal,Cantidad de casos iniciados,2015,11,Todos,607
Chubut,26,566922,Comodoro Rivadavia,n/a,Ministerio Público Fiscal,Cantidad de casos iniciados,2015,12,Todos,667
Chubut,26,566922,Comodoro Rivadavia,n/a,Ministerio Público Fiscal,Cantidad de casos iniciados con autor identificado,2015,1,Todos,398
Chubut,26,566922,Comodoro Rivadavia,n/a,Ministerio Público Fiscal,Cantidad de casos iniciados con autor identificado,2015,2,Todos,275
Chubut,26,566922,Comodoro Rivadavia,n/a,Ministerio Público Fiscal,Cantidad de casos iniciados con autor identificado,2015,3,Todos,333
Chubut,26,566922,Comodoro Rivadavia,n/a,Ministerio Público Fiscal,Cantidad de casos iniciados con autor identificado,2015,4,Todos,326
Chubut,26,566922,Comodoro Rivadavia,n/a,Ministerio Público Fiscal,Cantidad de casos iniciados con autor identificado,2015,5,Todos,325
Chubut,26,566922,Comodoro Rivadavia,n/a,Ministerio Público Fiscal,Cantidad de casos iniciados con autor identificado,2015,6,Todos,328
Chubut,26,566922,Comodoro Rivadavia,n/a,Ministerio Público Fiscal,Cantidad de casos iniciados con autor identificado,2015,7,Todos,254
Chubut,26,566922,Comodoro Rivadavia,n/a,Ministerio Público Fiscal,Cantidad de casos iniciados con autor identificado,2015,8,Todos,352
Chubut,26,566922,Comodoro Rivadavia,n/a,Ministerio Público Fiscal,Cantidad de casos iniciados con autor identificado,2015,9,Todos,307
Chubut,26,566922,Comodoro Rivadavia,n/a,Ministerio Público Fiscal,Cantidad de casos iniciados con autor identificado,2015,10,Todos,348
Chubut,26,566922,Comodoro Rivadavia,n/a,Ministerio Público Fiscal,Cantidad de casos iniciados con autor identificado,2015,11,Todos,375
Chubut,26,566922,Comodoro Rivadavia,n/a,Ministerio Público Fiscal,Cantidad de casos iniciados con autor identificado,2015,12,Todos,355
Chubut,26,566922,Comodoro Rivadavia,n/a,Ministerio Público Fiscal,Cantidad de casos iniciados con autor no identificado,2015,1,Todos,377
Chubut,26,566922,Comodoro Rivadavia,n/a,Ministerio Público Fiscal,Cantidad de casos iniciados con autor no identificado,2015,2,Todos,182
Chubut,26,566922,Comodoro Rivadavia,n/a,Ministerio Público Fiscal,Cantidad de casos iniciados con autor no identificado,2015,3,Todos,195
Chubut,26,566922,Comodoro Rivadavia,n/a,Ministerio Público Fiscal,Cantidad de casos iniciados con autor no identificado,2015,4,Todos,254
Chubut,26,566922,Comodoro Rivadavia,n/a,Ministerio Público Fiscal,Cantidad de casos iniciados con autor no identificado,2015,5,Todos,445
Chubut,26,566922,Comodoro Rivadavia,n/a,Ministerio Público Fiscal,Cantidad de casos iniciados con autor no identificado,2015,6,Todos,274
Chubut,26,566922,Comodoro Rivadavia,n/a,Ministerio Público Fiscal,Cantidad de casos iniciados con autor no identificado,2015,7,Todos,289
Chubut,26,566922,Comodoro Rivadavia,n/a,Ministerio Público Fiscal,Cantidad de casos iniciados con autor no identificado,2015,8,Todos,290
Chubut,26,566922,Comodoro Rivadavia,n/a,Ministerio Público Fiscal,Cantidad de casos iniciados con autor no identificado,2015,9,Todos,318
Chubut,26,566922,Comodoro Rivadavia,n/a,Ministerio Público Fiscal,Cantidad de casos iniciados con autor no identificado,2015,10,Todos,257
Chubut,26,566922,Comodoro Rivadavia,n/a,Ministerio Público Fiscal,Cantidad de casos iniciados con autor no identificado,2015,11,Todos,232
Chubut,26,566922,Comodoro Rivadavia,n/a,Ministerio Público Fiscal,Cantidad de casos iniciados con autor no identificado,2015,12,Todos,312
Chubut,26,566922,Comodoro Rivadavia,n/a,Ministerio Público Fiscal,Cantidad de delitos denunciados,2015,1,Abuso sexual,15
Chubut,26,566922,Comodoro Rivadavia,n/a,Ministerio Público Fiscal,Cantidad de delitos denunciados,2015,1,Abuso sexual - tentativa,2
Chubut,26,566922,Comodoro Rivadavia,n/a,Ministerio Público Fiscal,Cantidad de delitos denunciados,2015,1,Amenazas,136
Chubut,26,566922,Comodoro Rivadavia,n/a,Ministerio Público Fiscal,Cantidad de delitos denunciados,2015,1,Daños,72
Chubut,26,566922,Comodoro Rivadavia,n/a,Ministerio Público Fiscal,Cantidad de delitos denunciados,2015,1,Homicidios culposos,2
Chubut,26,566922,Comodoro Rivadavia,n/a,Ministerio Público Fiscal,Cantidad de delitos denunciados,2015,1,Homicidios dolosos,1
Chubut,26,566922,Comodoro Rivadavia,n/a,Ministerio Público Fiscal,Cantidad de delitos denunciados,2015,1,Homicidios dolosos - tentativa,1
Chubut,26,566922,Comodoro Rivadavia,n/a,Ministerio Público Fiscal,Cantidad de delitos denunciados,2015,1,Hurto,97
Chubut,26,566922,Comodoro Rivadavia,n/a,Ministerio Público Fiscal,Cantidad de delitos denunciados,2015,1,Hurto - tentativa,12
Chubut,26,566922,Comodoro Rivadavia,n/a,Ministerio Público Fiscal,Cantidad de delitos denunciados,2015,1,Lesiones culposas,4
Chubut,26,566922,Comodoro Rivadavia,n/a,Ministerio Público Fiscal,Cantidad de delitos denunciados,2015,1,Lesiones dolosas,121
Chubut,26,566922,Comodoro Rivadavia,n/a,Ministerio Público Fiscal,Cantidad de delitos denunciados,2015,1,Otros,169
Chubut,26,566922,Comodoro Rivadavia,n/a,Ministerio Público Fiscal,Cantidad de delitos denunciados,2015,1,Robo,176
Chubut,26,566922,Comodoro Rivadavia,n/a,Ministerio Público Fiscal,Cantidad de delitos denunciados,2015,1,Robo - tentativa,25
Chubut,26,566922,Comodoro Rivadavia,n/a,Ministerio Público Fiscal,Cantidad de delitos denunciados,2015,1,Sin caratular,7
Chubut,26,566922,Comodoro Rivadavia,n/a,Ministerio Público Fiscal,Cantidad de delitos denunciados,2015,2,Abuso sexual,9
Chubut,26,566922,Comodoro Rivadavia,n/a,Ministerio Público Fiscal,Cantidad de delitos denunciados,2015,2,Amenazas,94
Chubut,26,566922,Comodoro Rivadavia,n/a,Ministerio Público Fiscal,Cantidad de delitos denunciados,2015,2,Daños,41
Chubut,26,566922,Comodoro Rivadavia,n/a,Ministerio Público Fiscal,Cantidad de delitos denunciados,2015,2,Homicidios culposos,3
Chubut,26,566922,Comodoro Rivadavia,n/a,Ministerio Público Fiscal,Cantidad de delitos denunciados,2015,2,Hurto,38
Chubut,26,566922,Comodoro Rivadavia,n/a,Ministerio Público Fiscal,Cantidad de delitos denunciados,2015,2,Hurto - tentativa,12
Chubut,26,566922,Comodoro Rivadavia,n/a,Ministerio Público Fiscal,Cantidad de delitos denunciados,2015,2,Lesiones culposas,5
Chubut,26,566922,Comodoro Rivadavia,n/a,Ministerio Público Fiscal,Cantidad de delitos denunciados,2015,2,Lesiones dolosas,78
Chubut,26,566922,Comodoro Rivadavia,n/a,Ministerio Público Fiscal,Cantidad de delitos denunciados,2015,2,Otros,118
Chubut,26,566922,Comodoro Rivadavia,n/a,Ministerio Público Fiscal,Cantidad de delitos denunciados,2015,2,Robo,94
Chubut,26,566922,Comodoro Rivadavia,n/a,Ministerio Público Fiscal,Cantidad de delitos denunciados,2015,2,Robo - tentativa,10
Chubut,26,566922,Comodoro Rivadavia,n/a,Ministerio Público Fiscal,Cantidad de delitos denunciados,2015,2,Sin caratular,4
Chubut,26,566922,Comodoro Rivadavia,n/a,Ministerio Público Fiscal,Cantidad de delitos denunciados,2015,3,Abuso sexual,5
Chubut,26,566922,Comodoro Rivadavia,n/a,Ministerio Público Fiscal,Cantidad de delitos denunciados,2015,3,Amenazas,135
Chubut,26,566922,Comodoro Rivadavia,n/a,Ministerio Público Fiscal,Cantidad de delitos denunciados,2015,3,Daños,52
Chubut,26,566922,Comodoro Rivadavia,n/a,Ministerio Público Fiscal,Cantidad de delitos denunciados,2015,3,Homicidios culposos,3
Chubut,26,566922,Comodoro Rivadavia,n/a,Ministerio Público Fiscal,Cantidad de delitos denunciados,2015,3,Hurto,50
Chubut,26,566922,Comodoro Rivadavia,n/a,Ministerio Público Fiscal,Cantidad de delitos denunciados,2015,3,Hurto - tentativa,8
Chubut,26,566922,Comodoro Rivadavia,n/a,Ministerio Público Fiscal,Cantidad de delitos denunciados,2015,3,Lesiones culposas,6
Chubut,26,566922,Comodoro Rivadavia,n/a,Ministerio Público Fiscal,Cantidad de delitos denunciados,2015,3,Lesiones dolosas,86
Chubut,26,566922,Comodoro Rivadavia,n/a,Ministerio Público Fiscal,Cantidad de delitos denunciados,2015,3,Otros,143
Chubut,26,566922,Comodoro Rivadavia,n/a,Ministerio Público Fiscal,Cantidad de delitos denunciados,2015,3,Robo,86
Chubut,26,566922,Comodoro Rivadavia,n/a,Ministerio Público Fiscal,Cantidad de delitos denunciados,2015,3,Robo - tentativa,17
Chubut,26,566922,Comodoro Rivadavia,n/a,Ministerio Público Fiscal,Cantidad de delitos denunciados,2015,3,Sin caratular,3
Chubut,26,566922,Comodoro Rivadavia,n/a,Ministerio Público Fiscal,Cantidad de delitos denunciados,2015,4,Abuso sexual,9
Chubut,26,566922,Comodoro Rivadavia,n/a,Ministerio Público Fiscal,Cantidad de delitos denunciados,2015,4,Abuso sexual - tentativa,2
Chubut,26,566922,Comodoro Rivadavia,n/a,Ministerio Público Fiscal,Cantidad de delitos denunciados,2015,4,Amenazas,130
Chubut,26,566922,Comodoro Rivadavia,n/a,Ministerio Público Fiscal,Cantidad de delitos denunciados,2015,4,Daños,61
Chubut,26,566922,Comodoro Rivadavia,n/a,Ministerio Público Fiscal,Cantidad de delitos denunciados,2015,4,Homicidios culposos,3
Chubut,26,566922,Comodoro Rivadavia,n/a,Ministerio Público Fiscal,Cantidad de delitos denunciados,2015,4,Homicidios dolosos,2
Chubut,26,566922,Comodoro Rivadavia,n/a,Ministerio Público Fiscal,Cantidad de delitos denunciados,2015,4,Homicidios dolosos - tentativa,1
Chubut,26,566922,Comodoro Rivadavia,n/a,Ministerio Público Fiscal,Cantidad de delitos denunciados,2015,4,Hurto,93
Chubut,26,566922,Comodoro Rivadavia,n/a,Ministerio Público Fiscal,Cantidad de delitos denunciados,2015,4,Hurto - tentativa,8
